"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x3337104105","x1484007604015742981",2022-01-20 03:39:18,"NazareneWarrior","BREAKING (AP) -- Starbucks is no longer requiring its U.S. workers to be vaccinated against COVID-19, reversing a policy it announced earlier this month.","Twitter for iPhone",140,,,,FALSE,TRUE,0,7111,,,,,,,,,,,,,,,,"x1290635110149169152","ElectionWiz","en",,,,,,,,,,,,,,,,"x1483851637424898058","BREAKING (AP) -- Starbucks is no longer requiring its U.S. workers to be vaccinated against COVID-19, reversing a policy it announced earlier this month.",2022-01-19 17:19:33,"Twitter Web App",37883,7111,"x1290635110149169152","ElectionWiz","Election Wizard 🇺🇸",268941,2680,27140,"🇺🇸","Populist news, election coverage, wizardly takes. #BTC & #crypto | Follow the Wiz on GETTR: https://t.co/kSdrCGwPoY",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NazareneWarrior/status/1484007604015742981","Randall Flagg","","",,FALSE,267,1269,2,161768,148858,2015-06-20 16:02:01,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1025710254036668416","x1484007600140480513",2022-01-20 03:39:18,"oZBtky1LOecUwXg","星巴克首席运营官John Culver在致员工备忘录中表示会尊重且遵守最高法院的判决，将停止全美员工的每周检测与强制疫苗令。

特评：John Culver，好样的！
https://t.co/hLZ5rBsVDj","Twitter Web App",121,,,,FALSE,TRUE,0,50,,,,,"globalnews.ca/news/8523961/u…","https://t.co/hLZ5rBsVDj","https://globalnews.ca/news/8523961/us-starbucks-drops-covid-19-vaccine-test-mandate/",,,,,,,,,"x1480716574248030208","texun007","zh",,,,,,,,,,,,,,,,"x1483946947908194304","星巴克首席运营官John Culver在致员工备忘录中表示会尊重且遵守最高法院的判决，将停止全美员工的每周检测与强制疫苗令。

特评：John Culver，好样的！
https://t.co/hLZ5rBsVDj",2022-01-19 23:38:17,"Twitter Web App",29,50,"x1480716574248030208","texun007","特战时讯（澳喜特战旅）",574,0,277,"","澳喜特战旅官方账号",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/oZBtky1LOecUwXg/status/1484007600140480513","小老弟 (澳喜特战旅)","帝企鹅","",,FALSE,63,244,1,5518,7191,2018-08-04 11:49:16,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1480078776872562690/v9_R2siK_normal.jpg"
"x1476691883480944642","x1484007590585458690",2022-01-20 03:39:15,"ScientificaMIT","@AvengerResister NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6

PS:Britain cancels all vaccine and mask Mandates today. https://t.co/zBIg89Kplb","Twitter for iPhone",276,"x1483993639546245126","x1334688905929613312","AvengerResister",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html","http://pbs.twimg.com/media/FJhBCTUUYAUtEJg.jpg","https://t.co/zBIg89Kplb","https://twitter.com/ScientificaMIT/status/1484007590585458690/photo/1","photo","http://pbs.twimg.com/media/FJhBCTUUYAUtEJg.jpg","https://t.co/zBIg89Kplb","https://twitter.com/ScientificaMIT/status/1484007590585458690/photo/1",,"x1334688905929613312","AvengerResister","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484007590585458690","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
"x1476691883480944642","x1484006229345067013",2022-01-20 03:33:51,"ScientificaMIT","@wrowe46 @patriottakes NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6

PS:Britain cancels all vaccine and mask Mandates today.","Twitter for iPhone",276,"x1480931919730782217","x414012474","wrowe46",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html",,,,,,,,,"x414012474 x978265628426432512","wrowe46 patriottakes","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484006229345067013","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
"x1476691883480944642","x1484004090929573891",2022-01-20 03:25:21,"ScientificaMIT","@PetterSmedsrud NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6","Twitter for iPhone",219,"x1483839310185041927","x1381680756435599362","PetterSmedsrud",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html",,,,,,,,,"x1381680756435599362","PetterSmedsrud","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484004090929573891","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
"x1476691883480944642","x1484006975583121410",2022-01-20 03:36:49,"ScientificaMIT","@sofiaagnifilo @meiselasb @KFAlegal @MTLegalAF @mspopok NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6

PS:Britain cancels all vaccine and mask Mandates today.","Twitter for iPhone",276,"x1483977172016631811","x3830299341","sofiaagnifilo",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html",,,,,,,,,"x3830299341 x28745526 x897537664089546754 x1425574098332229647 x180211357","sofiaagnifilo meiselasb KFAlegal MTLegalAF mspopok","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484006975583121410","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
"x1476691883480944642","x1484006053435953158",2022-01-20 03:33:09,"ScientificaMIT","@BelleMorte3126 @leigh_fall NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6

PS:Britain cancels all vaccine and mask Mandates today.","Twitter for iPhone",276,"x1482894188786159616","x1480883731137245188","BelleMorte3126",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html",,,,,,,,,"x1480883731137245188 x1089321625386975232","BelleMorte3126 leigh_fall","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484006053435953158","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
"x1476691883480944642","x1484003757192925189",2022-01-20 03:24:01,"ScientificaMIT","@MehdiHasanShow @MSNBC NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6","Twitter for iPhone",219,"x1483975166694772737","x1311714648622870529","MehdiHasanShow",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html",,,,,,,,,"x1311714648622870529 x2836421","MehdiHasanShow MSNBC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484003757192925189","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
"x1476691883480944642","x1484006550083563521",2022-01-20 03:35:07,"ScientificaMIT","@graphicgirl215 @thomasbsauer @JackPosobiec NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6

PS:Britain cancels all vaccine and mask Mandates today.","Twitter for iPhone",276,"x1476776273548619780","x506609194","graphicgirl215",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html",,,,,,,,,"x506609194 x16282520 x592730371","graphicgirl215 thomasbsauer JackPosobiec","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484006550083563521","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
"x1476691883480944642","x1484005646181695488",2022-01-20 03:31:32,"ScientificaMIT","@MSNBC NY Times —[Uber Woke] Starbucks Ends Its Plan to Require Worker Vaccination and Testing

https://t.co/pYqLJKLTNt

CNBC -GE suspends Covid vaccine, test rules after high court nixes Biden mandate

https://t.co/yo6jjgeLT6

Britain cancels all vaccine and mask Mandates today.","Twitter for iPhone",273,"x1484005521459920896","x2836421","MSNBC",FALSE,FALSE,0,0,,,,,"nytimes.com/2022/01/19/bus… cnbc.com/2022/01/14/ge-…","https://t.co/pYqLJKLTNt https://t.co/yo6jjgeLT6","https://www.nytimes.com/2022/01/19/business/starbucks-vaccine-mandate.html https://www.cnbc.com/2022/01/14/ge-suspends-covid-vaccine-and-testing-rules-after-supreme-court-blocks-biden-mandate.html",,,,,,,,,"x2836421","MSNBC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScientificaMIT/status/1484005646181695488","MIT Scientifican","","",,FALSE,6,229,0,2194,4,2021-12-30 23:09:34,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1476692357084975112/NNfO185__normal.jpg"
