"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1343240216157425664","x1484007174896439298",2022-01-20 03:37:36,"PattieWalker4","Stunning stat: 48 Democrats who supported reforming filibuster to pass voting rights bills represent 34 MILLION more Americans than 52 senators (all Republicans + Sinema/Manchin) who opposed it","Twitter for iPhone",140,,,,FALSE,TRUE,0,445,,,,,,,,,,,,,,,,"x15952856","AriBerman","en",,,,,,,,,,,,,,,,"x1484005724682391555","Stunning stat: 48 Democrats who supported reforming filibuster to pass voting rights bills represent 34 MILLION more Americans than 52 senators (all Republicans + Sinema/Manchin) who opposed it",2022-01-20 03:31:50,"Twitter Web App",798,445,"x15952856","AriBerman","Ari Berman",232951,3068,29072,"New York","Author: Give Us the Ballot: The Modern Struggle for Voting Rights in America https://t.co/q5tNcCdQjy Writer: @motherjones Speaking: annette@speakersforall.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PattieWalker4/status/1484007174896439298","Pattie","","🌊🌊🌊 #VoteBlueIn2022",,FALSE,5119,5596,1,36863,164109,2020-12-27 17:02:55,FALSE,,,,"https://pbs.twimg.com/profile_banners/1343240216157425664/1635982319",,"http://pbs.twimg.com/profile_images/1343241270299303937/oCN3ByM4_normal.jpg"
"x1382528217777590274","x1484007174846230530",2022-01-20 03:37:36,"BillTyl62246265","So what they actually mean is: ""it's only a fair election if it's rigged for Democrats to win.""","Twitter Web App",116,,,,FALSE,TRUE,0,1052,,,,,,,,,,,,,,,,"x3406938525","thebradfordfile","en",,,,,,,,,,,,,,,,"x1483968115914555392","So what they actually mean is: ""it's only a fair election if it's rigged for Democrats to win.""",2022-01-20 01:02:24,"TweetDeck",4681,1052,"x3406938525","thebradfordfile","thebradfordfile",290918,1198,35163,"America","liberal hypocrisy is a disease",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BillTyl62246265/status/1484007174846230530","Bill Tyler","Texas","Christian patriot- Retired Cable TV/microwave Specialist and inventor of cable TV comunications equipment, lover of classic/muscle cars and animals. MAGA Trump",,FALSE,2243,4587,2,15006,15062,2021-04-15 02:56:43,FALSE,,,,"https://pbs.twimg.com/profile_banners/1382528217777590274/1637168030",,"http://pbs.twimg.com/profile_images/1458936738286608386/m2fFWo5s_normal.png"
"x1340459730792312832","x1484007174607101955",2022-01-20 03:37:36,"SR49854261","Stunning stat: 48 Democrats who supported reforming filibuster to pass voting rights bills represent 34 MILLION more Americans than 52 senators (all Republicans + Sinema/Manchin) who opposed it","Twitter for iPhone",140,,,,FALSE,TRUE,0,445,,,,,,,,,,,,,,,,"x15952856","AriBerman","en",,,,,,,,,,,,,,,,"x1484005724682391555","Stunning stat: 48 Democrats who supported reforming filibuster to pass voting rights bills represent 34 MILLION more Americans than 52 senators (all Republicans + Sinema/Manchin) who opposed it",2022-01-20 03:31:50,"Twitter Web App",798,445,"x15952856","AriBerman","Ari Berman",232951,3068,29072,"New York","Author: Give Us the Ballot: The Modern Struggle for Voting Rights in America https://t.co/q5tNcCdQjy Writer: @motherjones Speaking: annette@speakersforall.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SR49854261/status/1484007174607101955","Seth","","Pet father. Secular Humanist. Gourmand. Multiculturalist. Aspiring polyglot & linguist. Lover of science, logic, equality, música, foreign film, & books.",,FALSE,425,5007,1,59259,33037,2020-12-20 00:57:56,FALSE,,,,,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1340459730792312832","x1484006677695414274",2022-01-20 03:35:38,"SR49854261","Breaking: Senate Republicans, along with Democratic Sens. Manchin and Sinema, have just blocked changing the filibuster rules for Democrats' voting rights and election package.","Twitter for iPhone",140,,,,FALSE,TRUE,0,165,,,,,,,,,,,,,,,,"x32871086","kylegriffin1","en",,,,,,,,,,,,,,,,"x1484006521805557764","Breaking: Senate Republicans, along with Democratic Sens. Manchin and Sinema, have just blocked changing the filibuster rules for Democrats' voting rights and election package.",2022-01-20 03:35:00,"Twitter Web App",268,165,"x32871086","kylegriffin1","Kyle Griffin",1276031,817,79335,"Manhattan, NY","Senior Producer. MSNBC's @TheLastWord. Opinions mine. Do not congratulate.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SR49854261/status/1484006677695414274","Seth","","Pet father. Secular Humanist. Gourmand. Multiculturalist. Aspiring polyglot & linguist. Lover of science, logic, equality, música, foreign film, & books.",,FALSE,425,5007,1,59259,33037,2020-12-20 00:57:56,FALSE,,,,,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x63518543","x1484007172799221763",2022-01-20 03:37:36,"untchbl69","The Democrats’ election reform bill has failed in the Senate.

Go America.","Twitter for Android",93,,,,FALSE,TRUE,0,501,,,,,,,,,,,,,,,,"x930552552302792705","DanCrenshawTX","en",,,,,,,,,,,,,,,,"x1483987604408307712","The Democrats’ election reform bill has failed in the Senate.

Go America.",2022-01-20 02:19:50,"Twitter for iPhone",8476,501,"x930552552302792705","DanCrenshawTX","Dan Crenshaw",1174330,840,3248,"Houston, TX","Dan Crenshaw, Congressman, Lieutenant Commander (Ret), a former Navy SEAL.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/untchbl69/status/1484007172799221763","Jeff","Tacoma, WA","HE HAW, I identify as Non-Bidenary, master chicken farmer, rookie honeybee tender",,FALSE,149,904,1,6285,2740,2009-08-06 19:36:57,FALSE,,,,,"http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1320583791161733120/rJTqefuC_normal.jpg"
"x1026870037624307714","x1484007171717316615",2022-01-20 03:37:35,"The_real_KO_01","Senate Democrats failed to advance the anti-voter protection bill tonight. The L train rolls on.","Twitter for Android",115,,,,FALSE,TRUE,0,30,,,,,,,,,,,,,,,,"x1233472481085624320","goodblackdude","en",,,,,,,,,,,,,,,,"x1484005825878237184","Senate Democrats failed to advance the anti-voter protection bill tonight. The L train rolls on.",2022-01-20 03:32:15,"Twitter for iPhone",164,30,"x1233472481085624320","goodblackdude","Suburban Black Man 🇺🇸",72682,30890,28842,"United States of America","Follow @goodblackdude on GETTR and Gab!",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/The_real_KO_01/status/1484007171717316615","KO","MD","Average Blue collar guy.",,FALSE,121,637,1,13094,37763,2018-08-07 16:37:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/1026870037624307714/1593187196",,"http://pbs.twimg.com/profile_images/1477755458328928262/Lh7LE4a0_normal.jpg"
"x1348672208311345153","x1484007171356512257",2022-01-20 03:37:35,"TampaWoman1965","There are only 290 days until Democrats expand the Senate Majority to 54 Senators. 

There isn’t a moment to waste.","Twitter for Android",133,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x1185604783765278720","TonyMoonbeam","en",,,,,,,,,,,,,,,,"x1484007064108077059","There are only 290 days until Democrats expand the Senate Majority to 54 Senators. 

There isn’t a moment to waste.",2022-01-20 03:37:10,"Twitter for iPhone",6,1,"x1185604783765278720","TonyMoonbeam","Turtleneck Politics™️",10268,2487,135040,"Golden State","AAPI lawyer from CA. An optimist re: federal judges, midterm elections, and @potus/@vp.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TampaWoman1965/status/1484007171356512257","Cristina 🇺🇸🇨🇺","","My mother's daughter",,FALSE,764,2203,2,89036,139728,2021-01-11 16:45:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/1348672208311345153/1622294948",,"http://pbs.twimg.com/profile_images/1348676779481952256/JGFXGjoS_normal.jpg"
"x1348672208311345153","x1484006958554398720",2022-01-20 03:36:45,"TampaWoman1965","Manchin, Sinema join with GOP in rejecting attempt to change filibuster rules, effectively killing Democratic voting bill https://t.co/hKJkyfHLZH","Twitter for Android",140,,,,FALSE,TRUE,0,10,,,,,,,,,,,,,,,,"x2467791","washingtonpost","en",,,,,,,,,,,,,,,,"x1484006751976439809","Manchin, Sinema join with GOP in rejecting attempt to change filibuster rules, effectively killing Democratic voting bill https://t.co/hKJkyfHLZH",2022-01-20 03:35:55,"MainRevere",23,10,"x2467791","washingtonpost","The Washington Post",18620850,1713,416206,"Washington, DC","Democracy Dies in Darkness",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TampaWoman1965/status/1484006958554398720","Cristina 🇺🇸🇨🇺","","My mother's daughter",,FALSE,764,2203,2,89036,139728,2021-01-11 16:45:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/1348672208311345153/1622294948",,"http://pbs.twimg.com/profile_images/1348676779481952256/JGFXGjoS_normal.jpg"
"x58619336","x1484007171243315200",2022-01-20 03:37:35,"emv52","There is so much to say about Pres Biden's presser. 

The thing that sticks w/ me is that he took responsibility for mistakes he believes he made, expressed genuine frustration w/ COVID &amp; his agenda being stalled by GOP and Democrats &amp; took hard questions without insulting folks.","Twitter for iPhone",139,,,,FALSE,TRUE,0,2966,,,,,,,,,,,,,,,,"x89887215","Yamiche","en",,,,,,,,,,,,,,,,"x1483947465191858181","There is so much to say about Pres Biden's presser. 

The thing that sticks w/ me is that he took responsibility for mistakes he believes he made, expressed genuine frustration w/ COVID &amp; his agenda being stalled by GOP and Democrats &amp; took hard questions without insulting folks.",2022-01-19 23:40:20,"Twitter Web App",19895,2966,"x89887215","Yamiche","Yamiche Alcindor",1274224,7845,41472,"Washington, DC","Anchor & Moderator of @WashingtonWeek on @PBS. Political Contributor for @NBCNews & @MSNBC. Email: yalcindor@weta.org",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/emv52/status/1484007171243315200","Ellen Vollinger","","advocate; opinions mine only; RTs are not endorsements",,FALSE,2877,5002,149,88996,141984,2009-07-20 22:55:22,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3714124673/733760492362e9f537b759f2c0ba36b9_normal.png"
"x846397237","x1484007171100590085",2022-01-20 03:37:35,"JenniferDokes","There is so much to say about Pres Biden's presser. 

The thing that sticks w/ me is that he took responsibility for mistakes he believes he made, expressed genuine frustration w/ COVID &amp; his agenda being stalled by GOP and Democrats &amp; took hard questions without insulting folks.","Twitter for iPad",139,,,,FALSE,TRUE,0,2966,,,,,,,,,,,,,,,,"x89887215","Yamiche","en",,,,,,,,,,,,,,,,"x1483947465191858181","There is so much to say about Pres Biden's presser. 

The thing that sticks w/ me is that he took responsibility for mistakes he believes he made, expressed genuine frustration w/ COVID &amp; his agenda being stalled by GOP and Democrats &amp; took hard questions without insulting folks.",2022-01-19 23:40:20,"Twitter Web App",19895,2966,"x89887215","Yamiche","Yamiche Alcindor",1274224,7845,41472,"Washington, DC","Anchor & Moderator of @WashingtonWeek on @PBS. Political Contributor for @NBCNews & @MSNBC. Email: yalcindor@weta.org",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JenniferDokes/status/1484007171100590085","Jennifer Dokes","Phoenix","Editor. Writer. Thinker. Doer. Founder, JDD Specialties. Former longtime Arizona Republic editorial board member. I can be reached at jdd@jddspecialties.com.","https://t.co/8sPA7skjDz",FALSE,988,392,44,8990,14325,2012-09-25 23:20:37,TRUE,"https://t.co/8sPA7skjDz","http://www.jddspecialties.com",,"https://pbs.twimg.com/profile_banners/846397237/1604518858","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1482720416187633665/Rg7z-Vjq_normal.jpg"
